x,kappa
1.0,5.3397516937000445e-05
1.004040404040404,8.869945822169965e-05
1.0080808080808081,0.0001456206007860558
1.0121212121212122,0.00023629392687489332
1.0161616161616163,0.00037899717322780385
1.02020202020202,0.0006008951090358761
1.0242424242424242,0.0009418161017376933
1.0282828282828282,0.0014593638804133743
1.0323232323232323,0.002235714035232885
1.0363636363636364,0.003386484340181652
1.0404040404040404,0.005072089085719693
1.0444444444444445,0.00751197832349271
1.0484848484848486,0.011002109091795807
1.0525252525252524,0.015935881746368747
1.0565656565656565,0.02282858494580872
1.0606060606060606,0.032345114254095905
1.0646464646464646,0.04533035320932991
1.0686868686868687,0.0628411316181156
1.0727272727272728,0.08617811476264532
1.0767676767676768,0.11691535469874466
1.0808080808080809,0.15692459324049338
1.0848484848484847,0.20839080550868405
1.0888888888888888,0.27381498918235897
1.0929292929292929,0.35599992603807074
1.096969696969697,0.4580146622121555
1.101010101010101,0.5831338601591697
1.105050505050505,0.7347490395797718
1.1090909090909091,0.916250087024247
1.1131313131313132,1.1308772710028736
1.117171717171717,1.3815462931930316
1.121212121212121,1.6706515177064127
1.1252525252525252,1.9998552693459288
1.1292929292929292,2.369873745127913
1.1333333333333333,2.780272370747167
1.1373737373737374,3.229285071677356
1.1414141414141414,3.713672650623056
1.1454545454545455,4.228635052404429
1.1494949494949496,4.767790619557257
1.1535353535353534,5.323232471677835
1.1575757575757575,5.885667980288021
1.1616161616161615,6.444642191475629
1.1656565656565656,6.988840324219943
1.1696969696969697,7.506458591258823
1.1737373737373737,7.985627054899043
1.1777777777777778,8.414863551419973
1.1818181818181817,8.783534356095908
1.1858585858585857,9.082295578545352
1.1898989898989898,9.303489495262234
1.1939393939393939,9.441472192250178
1.197979797979798,9.492852874127248
1.202020202020202,9.456630693955963
1.206060606060606,9.334221524847761
1.2101010101010101,9.129374186576737
1.2141414141414142,8.847982671658878
1.2181818181818183,8.497807315443632
1.222222222222222,8.088123125682808
1.2262626262626262,7.629317249313936
1.2303030303030302,7.132459578855084
1.2343434343434343,6.608870723857239
1.2383838383838384,6.06971009161177
1.2424242424242424,5.525603874066707
1.2464646464646465,4.986328670689921
1.2505050505050503,4.460561701760499
1.2545454545454544,3.9557035165885575
1.2585858585858585,3.477774188590179
1.2626262626262625,3.0313795692701384
1.2666666666666666,2.619740518328396
1.2707070707070707,2.244775312176262
1.2747474747474747,1.9072237324211874
1.2787878787878788,1.6068006303404692
1.2828282828282829,1.3423669559697575
1.286868686868687,1.112107176691796
1.2909090909090908,0.9137035010005318
1.2949494949494949,0.744499167070578
1.298989898989899,0.6016450589510235
1.303030303030303,0.4822259045754448
1.307070707070707,0.38336415160520504
1.3111111111111111,0.3023012102683655
1.315151515151515,0.23645703698525636
1.319191919191919,0.18346998501132683
1.323232323232323,0.14121947535106213
1.3272727272727272,0.10783437272412473
1.3313131313131312,0.08169003276102728
1.3353535353535353,0.06139687133123064
1.3393939393939394,0.045783050214903004
1.3434343434343434,0.033873527324026556
1.3474747474747475,0.024867329887552456
1.3515151515151516,0.018114512416917902
1.3555555555555554,0.01309388557745658
1.3595959595959595,0.009392266041672793
1.3636363636363635,0.0066857117234682744
1.3676767676767676,0.004722975611526307
1.3717171717171717,0.003311233811254834
1.3757575757575757,0.002304014935246494
1.3797979797979796,0.0015911720904625934
1.3838383838383836,0.001090687851034015
1.3878787878787877,0.00074207912657457
1.3919191919191918,0.0005011655924804979
1.3959595959595958,0.00033597608143301315
1.4,0.0002235868548208676
